strength,ccs_value,gs_value,prompt_length,negative_prompt_length,error_correction_level,qr_version,image_resolution,num_iterations,seed_value,is_scannable,generated_date,sample_id
0.7712703466859457,1.421279366478517,8.039853829856465,23,9,H,30,256,70,1383,0,2025-10-08,77
0.07404465173409036,0.854914674061261,11.632311706798742,11,8,H,34,512,79,2435,1,2025-10-08,78
0.3584657285442726,1.2252471276602057,5.852608560685827,3,10,M,21,768,91,1450,0,2025-10-08,79
0.11586905952512971,1.1437242379374828,19.677416970076862,17,16,Q,12,512,70,8414,0,2025-10-08,80
0.8631034258755935,0.6123437630029755,13.826503346246373,10,12,M,6,768,81,7924,0,2025-10-08,81
0.6232981268275579,0.6592405303212008,13.354281374962628,29,12,H,39,1024,68,7058,1,2025-10-08,82
0.3308980248526492,1.7562087794281618,14.836944198495798,3,19,H,6,768,70,7316,1,2025-10-08,83
0.06355835028602363,0.8597299283098854,12.4553547166581,22,15,L,4,256,47,5628,0,2025-10-08,84
0.3109823217156622,0.7924374072479459,5.480952756418124,3,8,L,9,512,55,441,0,2025-10-08,85
0.32518332202674705,1.2573671768752088,14.184669332605951,21,5,H,5,256,44,9629,0,2025-10-08,86
0.7296061783380641,1.6531206970437693,15.74260815434646,25,17,M,10,1024,55,2367,0,2025-10-08,87
0.6375574713552131,0.5929197778684818,11.251235909360798,7,18,M,8,512,96,4865,1,2025-10-08,88
0.8872127425763265,1.3652118794573838,16.359433581067893,2,18,H,23,512,79,9074,0,2025-10-08,89
0.4722149251619493,0.67881566426086,8.40501949007631,1,11,Q,4,256,26,7159,0,2025-10-08,90
0.1195942459383017,0.5546915762384277,8.31914886599276,7,10,M,37,512,84,450,0,2025-10-08,91
0.713244787222995,0.579115928243326,7.42125481531361,20,9,H,7,256,92,7039,0,2025-10-08,92
0.7607850486168974,1.751246162312662,10.579921396837427,11,8,L,6,768,55,5198,0,2025-10-08,93
0.5612771975694962,0.6769587254420923,17.70518053083625,23,10,H,15,1024,92,8934,1,2025-10-08,94
0.770967179954561,0.5677270466184379,17.418680932235965,6,12,M,35,256,49,7286,0,2025-10-08,95
0.49379559636439074,1.1568498307143684,10.742363119452557,23,10,H,32,1024,66,9736,0,2025-10-08,96
0.5227328293819941,1.7659902079130372,13.83678103970355,4,7,Q,14,512,48,3350,0,2025-10-08,97
0.42754101835854963,0.8936125647339529,15.812244747123735,19,13,Q,35,1024,24,2829,0,2025-10-08,98
0.02541912674409519,1.1325689262888745,8.618101619420344,28,7,M,11,1024,84,2613,0,2025-10-08,99
0.10789142699330445,0.5598837988456269,7.522116288421206,21,8,H,10,1024,88,1915,0,2025-10-08,100
0.03142918568673425,1.1736177712023137,19.581439898184666,19,17,Q,17,512,82,7212,0,2025-10-08,101
0.6364104112637804,1.3664196209557005,14.263359698144278,14,9,Q,13,768,75,9440,1,2025-10-08,102
0.3143559810763267,1.356360580628217,19.72123582750496,3,15,L,34,768,36,527,0,2025-10-08,103
0.5085706911647028,0.9986400382615477,10.066339806983436,4,6,M,5,768,70,4819,1,2025-10-08,104
0.907566473926093,0.9732997709947033,15.545475499611973,8,15,L,10,256,56,7879,0,2025-10-08,105
0.24929222914887494,0.6599354284048968,8.339054548118565,18,14,L,32,256,28,8432,0,2025-10-08,106
0.41038292303562973,1.0501974809694026,8.918002569108694,4,19,Q,12,512,57,8556,1,2025-10-08,107
0.7555511385430487,0.649242003309447,12.678531819044359,11,15,H,13,768,72,1208,0,2025-10-08,108
0.22879816549162246,1.6498939170680775,9.794271882621068,16,14,L,21,1024,32,4120,0,2025-10-08,109
0.07697990982879299,1.9494114466222787,7.514323457608767,3,6,M,33,768,72,6476,1,2025-10-08,110
0.289751452913768,1.9551116850000603,8.94321052983989,7,10,M,32,256,94,2961,0,2025-10-08,111
0.16122128725400442,1.7976066490630909,5.53622591698797,2,19,H,12,512,68,4776,1,2025-10-08,112
0.9296976523425731,1.4011882240094287,15.566354322162299,1,18,M,35,768,89,2417,1,2025-10-08,113
0.808120379564417,1.55129854586582,12.381749856287925,26,6,L,36,256,54,1616,1,2025-10-08,114
0.6334037565104235,0.9278087040206211,6.413645996067885,1,14,H,38,256,35,9227,1,2025-10-08,115
0.8714605901877177,1.446155630258931,7.575409896927368,6,5,M,28,1024,32,8911,1,2025-10-08,116
0.8036720768991145,1.1834743241598162,6.53801807168966,19,12,M,13,768,30,4682,0,2025-10-08,117
0.18657005888603584,1.2230260096653987,14.188892124138148,7,14,L,12,1024,21,9165,0,2025-10-08,118
0.8925589984899778,1.6366648405627369,6.413155454187407,24,18,L,22,768,38,6825,0,2025-10-08,119
0.5393422419156507,0.9228775333958774,16.314234995528242,5,14,L,2,512,64,1846,0,2025-10-08,120
0.8074401551640625,0.9770594175417798,5.307663789805868,21,17,L,29,768,65,1371,0,2025-10-08,121
0.8960912999234932,1.886962686692955,8.74063681993838,28,5,H,13,1024,66,1466,0,2025-10-08,122
0.3180034749718639,0.5843364422764583,18.36000013837861,18,14,H,35,1024,68,8882,0,2025-10-08,123
0.11005192452767676,1.2284514476200106,15.77796977183369,24,18,H,13,256,98,87,0,2025-10-08,124
0.22793516254194168,1.8692012006117926,6.094524993885315,26,10,Q,34,768,61,2512,0,2025-10-08,125
0.4271077886262563,1.4155445117272354,17.316891567277697,13,16,L,19,768,52,8685,0,2025-10-08,126
0.8180147659224931,1.3196106113181982,12.395526823103072,1,18,L,9,512,60,1245,1,2025-10-08,127
0.8607305832563434,0.8746162688440329,17.70174540753244,10,5,H,31,256,88,6116,0,2025-10-08,128
0.006952130531190703,1.0149132335966724,14.011096616755902,9,12,M,33,1024,38,9333,0,2025-10-08,129
0.5107473025775657,1.7780726237070394,15.22749548049288,17,18,M,27,768,58,4231,0,2025-10-08,130
0.417411003148779,1.3388271976526873,19.90252340593562,1,9,L,2,256,26,977,1,2025-10-08,131
0.22210781047073025,1.2721132906351698,8.485033188860273,1,7,L,15,512,58,8733,0,2025-10-08,132
0.1198653673336828,0.6493695703100434,14.359183621420826,7,9,H,19,256,53,6722,1,2025-10-08,133
0.33761517140362796,0.5240422346826847,11.904820850860975,4,19,L,31,768,63,9594,1,2025-10-08,134
0.9429097039125192,1.9455277830305737,5.591779293840371,28,17,M,16,768,88,9002,0,2025-10-08,135
0.32320293202075523,1.0654792509302624,5.217059622542975,23,5,M,15,512,87,4507,0,2025-10-08,136
0.5187906217433661,1.4048195931492564,6.78842866726788,21,5,L,6,512,82,3492,1,2025-10-08,137
0.7030189588951778,0.6195726097809275,14.736376108078222,12,16,H,14,512,90,4925,1,2025-10-08,138
0.363629602379294,1.5246714285845697,13.507446318700882,16,18,H,27,1024,67,1133,1,2025-10-08,139
0.9717820827209607,1.8988500630589413,13.30144341745591,14,8,M,38,256,22,4865,0,2025-10-08,140
0.9624472949421112,1.3634978794961294,5.477851437923901,23,13,H,19,256,53,7769,0,2025-10-08,141
0.25178229582536416,0.6891729835631158,12.039544945400106,10,18,M,37,256,28,8760,0,2025-10-08,142
0.49724850589238545,1.372582291210215,18.869342267637926,14,13,L,4,1024,80,3000,0,2025-10-08,143
0.30087830981676966,1.6495208196569786,10.963878039659699,7,5,M,26,256,39,9513,1,2025-10-08,144
0.2848404943774676,1.109624804861028,14.373837046826845,4,7,L,9,512,59,7666,0,2025-10-08,145
0.036886947354532795,1.8197566219122017,16.697280134347153,2,17,H,40,256,31,6704,1,2025-10-08,146
0.6095643339798968,1.4730244300360467,16.758879187128315,24,16,Q,15,1024,47,7365,1,2025-10-08,147
0.5026790232288615,1.8488733774338038,12.78920123592907,18,8,Q,37,1024,67,6632,0,2025-10-08,148
0.05147875124998935,1.435257966871006,17.869279181035047,16,6,Q,4,256,93,1767,0,2025-10-08,149
0.27864646423661144,0.6969319580072364,10.870671400456205,9,11,M,26,1024,94,2074,0,2025-10-08,150
0.9082658859666537,0.9645375666577837,18.330398221771976,5,7,Q,18,1024,26,1141,1,2025-10-08,151
0.23956189066697242,0.8026924223786853,8.60340749593318,9,5,M,35,256,33,1077,0,2025-10-08,152
0.1448948720912231,1.8632397465752935,9.203246104858565,25,5,H,29,1024,38,4599,0,2025-10-08,153
0.489452760277563,1.6406001009312239,5.796809362985017,8,7,L,24,1024,73,6120,0,2025-10-08,154
0.9856504541106007,1.5145975533650091,16.933727548134243,24,10,Q,4,256,79,8343,0,2025-10-08,155
0.2420552715115004,0.9514494794474325,11.255828543490583,20,8,M,21,512,86,4832,1,2025-10-08,156
0.6721355474058786,0.7760671580753202,8.436749208670985,16,5,H,39,512,53,8670,0,2025-10-08,157
0.7616196153287176,1.6346766319833677,8.476854164248696,20,11,H,7,1024,60,1685,1,2025-10-08,158
0.23763754399239967,1.2112369188186194,18.520999118438496,18,6,Q,23,768,50,3491,0,2025-10-08,159
0.7282163486118596,0.8386843282259437,17.50874900691555,4,16,H,40,768,58,1371,0,2025-10-08,160
0.3677831327192532,1.4249329672479125,13.30296328035775,16,9,H,21,256,97,5459,0,2025-10-08,161
0.6323058305935795,0.560500778207678,14.241662006235817,4,12,H,1,256,71,3423,1,2025-10-08,162
0.6335297107608947,0.9892553811923803,12.114883558254366,6,11,M,25,512,66,9888,1,2025-10-08,163
0.5357746840747585,1.202835491886702,10.874998143182133,3,15,H,31,768,39,3976,1,2025-10-08,164
0.0902897700544083,0.7219375011641087,18.732153218274973,18,16,H,38,256,71,1398,0,2025-10-08,165
0.835302495589238,1.9769817163862593,6.884190552804531,15,12,H,5,768,90,5361,1,2025-10-08,166
0.32078006497173583,0.8136460468844213,11.27670184574342,8,17,H,31,768,81,1401,0,2025-10-08,167
0.18651851039985423,0.6955296950648984,10.16842861981813,18,14,H,1,1024,24,9900,0,2025-10-08,168
0.040775141554763916,0.8053023108303445,12.472260803767226,24,18,M,30,1024,76,1412,0,2025-10-08,169
0.5908929431882418,1.6535916997395863,11.864478118177626,23,15,H,18,768,23,6430,1,2025-10-08,170
0.6775643618422824,1.1382584889077643,12.78334297476622,3,10,H,8,512,30,3230,1,2025-10-08,171
0.016587828927856152,1.3481239096288071,7.098784658404911,6,11,L,26,256,38,7521,1,2025-10-08,172
0.512093058299281,0.5315137354795412,12.697122522699157,22,13,H,40,256,46,5849,0,2025-10-08,173
0.22649577519793795,0.5516469628599718,8.636282208308163,26,10,H,15,512,48,6056,0,2025-10-08,174
0.6451727904094499,1.1687383247405243,7.764970234822869,21,13,M,19,1024,37,4722,0,2025-10-08,175
0.17436642900499144,1.7249828648024352,5.972513281792868,29,19,H,10,1024,56,8109,0,2025-10-08,176
0.690937738102466,1.827858318061348,16.43978838134211,24,17,M,24,512,80,1264,0,2025-10-08,177
0.3867353463005374,0.6300598513934603,11.411628812848399,15,16,Q,16,512,66,2259,0,2025-10-08,178
0.9367299887367345,1.3075446531515342,14.399655249676375,27,6,H,31,1024,39,362,1,2025-10-08,179
0.13752094414599325,1.8698445294189057,15.91390014957115,12,17,L,16,768,89,6276,0,2025-10-08,180
0.3410663510502585,1.0819591315968295,15.189749979703302,5,6,M,16,1024,68,9724,0,2025-10-08,181
0.11347352124058907,1.744348747142553,12.057510786345233,7,18,Q,28,768,34,6420,0,2025-10-08,182
0.9246936182785628,0.7005434815991542,10.818477934275947,22,6,L,20,256,37,5384,0,2025-10-08,183
0.877339353380981,1.903091734501698,10.639398644609955,27,10,M,35,256,57,6748,0,2025-10-08,184
0.2579416277151556,1.627134976296954,14.600731953950845,15,6,Q,9,768,41,9575,1,2025-10-08,185
0.659984046034179,1.9120015891803526,12.4219153241281,7,7,L,40,768,95,7831,1,2025-10-08,186
0.8172222002012158,1.5149258503287597,17.73698371982766,13,17,H,10,1024,79,666,0,2025-10-08,187
0.5552008115994623,1.0451058979991406,18.12052976490068,25,12,L,18,512,85,2812,0,2025-10-08,188
0.5296505783560065,1.9072717587870835,7.558405670097777,3,12,L,15,768,45,2475,1,2025-10-08,189
0.24185229090045168,0.9133501644637677,7.043504773185885,26,15,L,30,256,83,6973,0,2025-10-08,190
0.09310276780589921,0.9982587830925989,14.456013890539992,23,16,M,32,1024,77,3100,0,2025-10-08,191
0.8972157579533268,1.5512126270026105,9.518386220934191,13,8,H,40,256,22,3401,0,2025-10-08,192
0.9004180571633305,1.6479744492880795,5.278560781476483,26,13,H,27,1024,49,5015,0,2025-10-08,193
0.6331014572732679,1.8941052257737307,18.329640040444325,3,12,M,27,512,38,2551,0,2025-10-08,194
0.3390297910487007,0.8072036135843143,8.403511508657123,29,5,L,19,512,29,2151,1,2025-10-08,195
0.3492095746126609,1.696997052828836,18.939209775287136,2,12,H,10,256,65,6637,0,2025-10-08,196
0.7259556788702394,1.607819080095445,15.761516763173805,28,5,L,6,768,38,387,1,2025-10-08,197
0.8971102599525771,0.5956918343803967,16.439802348672266,23,19,H,24,768,77,5864,0,2025-10-08,198
0.8870864242651173,1.0808347118153105,8.021922436897405,4,8,M,9,256,25,3161,0,2025-10-08,199
0.7798755458576239,0.9241481855901479,8.512916384252193,17,14,Q,27,768,70,2380,0,2025-10-08,200
0.6420316461542878,0.9567356365310455,12.819016307360986,6,10,L,7,768,33,8568,0,2025-10-08,201
0.08413996499504883,1.9744203193320513,7.5814977897479325,11,11,H,6,256,77,4335,0,2025-10-08,202
0.16162871409461377,1.464166120219892,9.581475390245483,6,14,H,33,256,27,1280,1,2025-10-08,203
0.8985541885270792,1.5765142366902494,9.821937169217067,22,17,H,21,512,21,743,1,2025-10-08,204
0.6064290596595899,1.9649264559725137,7.394448998791461,2,8,M,38,256,37,7356,1,2025-10-08,205
0.009197051616629648,1.065802673686458,8.07774250092741,17,12,M,17,512,76,3486,0,2025-10-08,206
0.1014715428660321,1.702760252679209,16.82827763012385,3,12,Q,31,512,54,8023,0,2025-10-08,207
0.6635017691080558,1.151796444956743,7.507937818209026,12,18,M,37,1024,85,1068,0,2025-10-08,208
0.005061583846218687,1.8043005077224696,5.426860877658838,14,18,L,11,768,75,9200,0,2025-10-08,209
0.16080805141749865,0.7709863119669548,14.440324139434077,2,18,M,28,256,62,6971,1,2025-10-08,210
0.5487337893665861,1.9215292655964193,19.63974679088675,22,13,H,5,768,92,7526,0,2025-10-08,211
0.6918951976926933,0.8281575626163196,9.968207219346821,29,18,L,12,1024,91,8534,1,2025-10-08,212
0.6519612595026005,0.9893307604713972,6.779835547943785,28,10,M,3,256,27,630,1,2025-10-08,213
0.22426930946055978,1.6342883511601707,13.555809880512962,22,8,L,38,256,24,297,0,2025-10-08,214
0.7121792213475359,1.09063271234811,18.595313166434693,29,6,L,2,1024,32,8148,0,2025-10-08,215
0.23724908749680007,1.41231706514967,16.76092669742718,5,19,M,26,768,26,8889,0,2025-10-08,216
0.3253996981592677,1.1668602516041426,14.33773802619074,10,11,L,2,512,40,5316,0,2025-10-08,217
0.7464914051180241,1.6135549056346727,9.72584744911399,10,14,H,12,1024,56,1505,0,2025-10-08,218
0.6496328990472147,0.8424968785529163,13.1282025991433,21,7,H,40,1024,64,2825,0,2025-10-08,219
0.8492234104941779,0.5876869808553156,6.368672619563831,9,15,M,2,256,71,8570,0,2025-10-08,220
0.6576128923003434,0.9498940962095994,15.18418136421005,21,17,M,16,512,67,8897,1,2025-10-08,221
0.5683086033354716,1.2114629973026454,15.876440283464763,13,16,H,30,1024,81,2414,0,2025-10-08,222
0.09367476782809248,0.7520300782890179,19.475474343648784,10,7,M,36,768,97,5656,1,2025-10-08,223
0.3677158030594335,1.032195934484583,8.905960381176074,6,7,H,4,1024,70,8962,0,2025-10-08,224
0.26520236768172545,1.0999745274403527,5.276846285645339,11,8,L,11,768,23,9286,0,2025-10-08,225
0.24398964337908358,0.5860877655324104,13.18412696640726,4,6,M,24,256,75,5147,0,2025-10-08,226
0.9730105547524456,1.374960872276307,15.601857565952217,26,17,Q,18,1024,94,4444,0,2025-10-08,227
0.3930977246667604,1.8265151419569312,16.856112138244818,14,17,H,27,768,53,7547,0,2025-10-08,228
0.8920465551771133,0.7276143694295787,7.906083995372159,17,9,H,37,256,64,9423,1,2025-10-08,229
0.6311386259972629,1.396712020102271,8.926293035555355,20,7,L,2,256,35,1446,1,2025-10-08,230
0.7948113035416484,1.4971088073662693,12.688863879009446,2,14,Q,15,256,28,2402,0,2025-10-08,231
0.5026370931051921,1.1290020206289326,9.959012149550027,10,9,Q,11,1024,99,5642,0,2025-10-08,232
0.5769038846263591,1.551646381046405,17.907672298811676,3,16,Q,27,256,35,1826,1,2025-10-08,233
0.4925176938188639,1.1160973152365181,12.106402306080804,7,17,H,23,256,50,7918,1,2025-10-08,234
0.1952429877980445,1.2569559319661523,16.993679661530045,7,11,H,35,768,32,3847,0,2025-10-08,235
0.7224521152615053,0.5110295668316405,13.709296407235307,1,13,Q,30,256,24,1092,1,2025-10-08,236
0.2807723624408558,1.5375801712020332,16.59635212425668,8,6,M,24,1024,66,4677,0,2025-10-08,237
0.02431596643145384,1.4920140184170867,9.990094797954857,23,13,Q,19,512,58,1720,0,2025-10-08,238
0.6454722959071678,0.5576013159895168,17.47124932895467,1,14,L,29,256,37,882,0,2025-10-08,239
0.17711067940704894,1.0523751610926997,9.118584733265322,8,10,Q,13,1024,39,123,0,2025-10-08,240
0.9404585843529143,1.968547761187501,13.191482120049361,14,16,Q,23,256,21,3490,0,2025-10-08,241
0.9539285770025874,1.1311048438529252,8.210106697608113,14,10,Q,12,1024,59,5797,0,2025-10-08,242
0.9148643902204485,1.2529181076977625,12.1328978243929,2,15,M,29,256,49,602,0,2025-10-08,243
0.3701587002554444,1.864895237239578,9.772628142630548,8,7,Q,6,768,29,3831,0,2025-10-08,244
0.015456616528867428,1.5758928137986346,9.000551459558213,19,18,Q,23,512,83,5460,1,2025-10-08,245
0.9283185625877254,1.3731051966863355,19.504775270420563,10,14,H,31,512,61,8496,0,2025-10-08,246
0.42818414831731433,1.6967070220116087,7.40111158230096,7,17,Q,21,1024,94,6946,1,2025-10-08,247
0.9666548190436696,1.7965493996839599,16.80988756186093,13,13,L,24,1024,72,3228,0,2025-10-08,248
0.9636199770892528,1.1853321076059002,19.762474392248222,22,8,H,8,512,72,9443,0,2025-10-08,249
0.8530094554673601,1.212662547397753,5.298522256101167,21,9,M,9,768,59,9128,0,2025-10-08,250
0.2944488920695857,1.0790764034777536,15.485411210631424,15,7,H,22,768,35,6508,0,2025-10-08,251
0.38509772860192526,1.9500592100276908,8.793677083344306,11,9,M,4,256,67,2313,0,2025-10-08,252
0.8511366715168569,1.5457493814355256,5.607317364924567,26,12,M,13,768,80,3289,0,2025-10-08,253
0.31692200515627766,0.6248345993121085,11.043343684349463,14,12,L,34,512,57,6996,0,2025-10-08,254
0.1694927466860925,1.7944394349695276,19.028267152563124,11,18,Q,3,512,63,4844,0,2025-10-08,255
0.5568012624583502,1.2208399112544022,5.176476415504966,2,12,L,37,768,34,2198,0,2025-10-08,256
0.936154774160781,0.6031308596337313,13.818285378946726,2,10,H,28,768,80,8877,1,2025-10-08,257
0.696029796674973,1.3245758827449665,12.520947178929866,29,19,M,26,512,26,4235,1,2025-10-08,258
0.570061170089365,1.125746418463553,18.100762465565712,12,19,H,34,512,49,8246,1,2025-10-08,259
0.09717649377076854,1.8166241072939373,6.260025717809385,15,5,M,15,512,55,3212,0,2025-10-08,260
0.6150072266991697,0.8059919054140811,15.222890448299754,17,15,H,8,512,30,4169,0,2025-10-08,261
0.9900538501042633,1.7396969142382743,15.20164547649916,14,14,M,35,512,89,3206,0,2025-10-08,262
0.14008401523652403,1.3365330367781791,15.036200252934249,25,16,L,24,768,48,641,1,2025-10-08,263
0.5183296523637367,0.5819154548202036,19.135017424025555,16,10,M,37,768,98,4839,0,2025-10-08,264
0.8773730719279554,1.957767951988227,17.346312935103207,27,16,Q,4,256,25,6169,0,2025-10-08,265
