strength,ccs_value,gs_value,prompt_length,negative_prompt_length,error_correction_level,qr_version,image_resolution,num_iterations,seed_value,is_scannable,generated_date,sample_id
0.1198653673336828,0.6493695703100434,14.359183621420826,7,9,H,19,256,53,6722,1,2025-10-08,133
0.926194068431782,1.0316359879810792,7.202722536101392,10,14,L,1,1024,96,6431,0,2025-10-08,2821
0.33745427896422897,1.726977156615808,6.7894937090271865,8,17,M,5,512,54,2397,0,2025-10-08,3989
0.14213712379345766,1.813044859851141,11.957445977249481,11,11,M,3,512,66,7109,0,2025-10-08,2360
0.06107795985486375,1.815680701493432,18.936145403852358,26,19,L,10,256,28,647,0,2025-10-08,617
0.8212573046720129,1.8683123551722884,13.960239514667796,7,9,M,24,512,84,7519,0,2025-10-08,770
0.5877693608621982,0.6896963681053567,11.795221255702828,15,7,Q,13,512,39,1968,0,2025-10-08,1966
0.11720390568023342,1.4341119145662162,9.402178660385216,25,11,H,2,256,26,3980,1,2025-10-08,3254
0.5185616886657339,0.9410050828924297,11.44726547212073,24,17,L,30,768,54,375,1,2025-10-08,4402
0.8056701529500532,0.9718814501210997,13.716593670468447,14,6,H,16,1024,78,4408,0,2025-10-08,1408
0.7716269109786077,1.273918817788135,6.517265868776429,24,16,H,17,256,51,2484,0,2025-10-08,2816
0.6247838627894025,1.5126948287666295,8.953594263779015,27,17,H,1,768,55,2988,1,2025-10-08,2586
0.2576828885112137,0.8711944718497195,10.978155715480737,15,7,H,6,768,32,1423,1,2025-10-08,1341
0.2709426983163654,1.7167439058186984,13.099223408320766,26,7,L,8,1024,28,8627,0,2025-10-08,3347
0.29939558837168123,1.3405230115254851,14.722520734693152,5,17,M,4,256,79,5606,1,2025-10-08,2523
0.8225347943841967,0.7880243764519232,18.222001473193338,25,7,M,30,512,53,9769,0,2025-10-08,2591
0.8118661240103798,0.6610416776760016,10.304567947101656,6,10,H,32,512,32,580,0,2025-10-08,4546
0.49286458444744663,0.9593588678426006,15.241353871002799,4,18,M,20,512,74,743,0,2025-10-08,2689
0.6331513755940223,1.1630993196771127,19.29766307394709,23,17,L,37,512,36,2116,0,2025-10-08,1550
0.06420893707513409,1.75443696965369,18.436982862632625,7,8,Q,23,1024,86,1291,0,2025-10-08,1259
0.0712567277652586,0.6470668071664097,6.988732702717687,20,14,L,27,512,72,7787,0,2025-10-08,1799
0.23272834891555183,0.8980545996805159,6.700974910173631,17,17,L,14,512,79,2858,0,2025-10-08,4745
0.7607850486168974,1.751246162312662,10.579921396837427,11,8,L,6,768,55,5198,0,2025-10-08,93
0.27864646423661144,0.6969319580072364,10.870671400456205,9,11,M,26,1024,94,2074,0,2025-10-08,150
0.30096356694681625,0.7034399240109701,9.250965418558907,25,14,H,31,768,21,414,1,2025-10-08,1189
0.3689136395697724,1.7655931890653862,14.804044288028397,24,8,Q,40,256,89,7848,0,2025-10-08,626
0.0827368356181899,1.70456828701382,13.738275445769004,4,12,H,26,768,94,3729,1,2025-10-08,3547
0.23754413087432746,1.405689135929177,19.104742298588967,4,9,Q,3,512,82,5715,1,2025-10-08,1491
0.9471614629002478,0.8939504185491105,12.120916779057252,5,16,Q,38,512,70,2286,0,2025-10-08,3705
0.039312139841098936,0.6154537745120261,13.04832006516199,24,15,M,3,768,91,5171,0,2025-10-08,611
0.8736185287372153,0.9108723059448556,18.98401758257251,18,7,Q,6,1024,65,2226,0,2025-10-08,4175
0.6106200424416326,0.9641938646692736,17.142098144231518,9,18,Q,4,512,98,6576,1,2025-10-08,696
0.7452147426908345,1.2466348454103446,19.039611270660863,15,12,L,1,768,85,3541,0,2025-10-08,4597
0.07115828517343281,1.8317264605037284,12.328417408772623,22,12,L,18,768,82,1289,0,2025-10-08,2884
0.427486454090268,0.5450303385760045,10.067808285429557,12,16,M,19,512,69,6322,0,2025-10-08,4046
0.8200675020556494,0.9941249860616643,6.786500864140335,18,8,M,37,256,64,1760,0,2025-10-08,4216
0.08159872000483837,0.6293737569559474,19.619138162948623,23,6,M,34,1024,78,4365,0,2025-10-08,4098
0.3602339188004279,0.9808042502097434,6.225559394033431,27,15,L,31,512,99,6781,0,2025-10-08,2617
0.47918187762973097,0.6200951037934483,18.267448021907953,19,11,L,25,1024,97,3497,0,2025-10-08,1502
0.3079299415911909,1.3290558350683102,12.437600466560362,2,8,L,3,1024,36,3492,0,2025-10-08,1437
0.1428502873008386,1.0264634358891371,15.817037803985652,15,6,Q,12,1024,75,3939,0,2025-10-08,2538
0.9464565131504055,0.5479916902164871,18.229813861491944,7,16,L,38,1024,31,1540,0,2025-10-08,2872
0.688274235780237,1.1362775836189642,14.82391602158204,25,12,L,24,1024,85,744,0,2025-10-08,2411
0.30419871963628087,1.0921629751575244,16.794643290654196,28,18,H,27,1024,37,8783,0,2025-10-08,2909
0.4303058948994627,1.3248153817343158,19.28676894719578,11,19,M,38,256,68,531,0,2025-10-08,1256
0.806834739267264,1.7951473666840767,18.398542208149202,10,5,M,12,256,72,3830,0,2025-10-08,390
0.1182186222910886,1.3152048049720446,14.590863288545025,10,13,Q,10,256,79,2596,1,2025-10-08,4151
0.13300979890732878,1.8886828242418525,9.679573136486312,23,14,Q,23,256,33,4975,0,2025-10-08,4467
0.023352096328185912,1.5351130312831966,11.516302071774941,8,18,L,15,1024,80,8677,1,2025-10-08,2422
0.9983475113929496,1.7290973464497392,17.483386752558584,9,13,M,8,512,41,8495,0,2025-10-08,1955
0.6825404787671571,0.9954412632022012,12.741868763037301,5,16,Q,38,512,63,9635,1,2025-10-08,4626
0.6946409588937278,0.6696496091357337,12.147248117829056,28,18,L,38,1024,58,3185,1,2025-10-08,3370
0.8409087104029072,1.0871814061917067,5.521132188834904,18,13,M,18,256,56,3577,0,2025-10-08,3829
0.01240403627731479,1.842627759149472,16.77161481744184,12,19,Q,38,1024,67,670,0,2025-10-08,2225
0.48762780966721087,0.5700272298489106,6.513332031587884,28,12,H,14,512,72,6521,0,2025-10-08,2546
0.40177880065432425,0.8856441340926676,9.333309490613402,7,11,H,30,512,72,9145,1,2025-10-08,2460
0.009978776658449373,0.6619436721662533,9.90230459377598,28,15,H,23,768,83,6745,0,2025-10-08,3272
0.9938483888996982,1.2191824672246485,7.583274833105491,18,9,Q,10,256,83,9730,0,2025-10-08,2461
0.6725072626736491,1.1118273902755385,9.727809352309457,23,16,Q,11,256,59,8807,1,2025-10-08,4182
0.9634799474743275,1.2145074402415492,17.179133769527077,6,14,Q,29,512,79,3704,0,2025-10-08,4204
0.8902637838909163,1.8726476817350448,9.827699528019805,22,5,M,37,512,58,4385,0,2025-10-08,490
0.8956747776187787,1.6903061033432465,7.7962077074949026,26,8,L,6,1024,97,2030,0,2025-10-08,3260
0.014381446072085025,0.7247941983298274,16.320237813022118,12,15,H,27,256,33,6520,0,2025-10-08,3420
0.16481481572943713,0.7694768269330128,5.312678597115513,13,18,L,36,768,66,4938,0,2025-10-08,1868
0.786345014415552,1.170954134378901,19.94217863186288,12,12,M,12,256,72,2168,0,2025-10-08,1081
0.7072789119056672,0.5906548174108461,7.442698629186421,12,15,H,17,1024,43,9997,0,2025-10-08,4974
0.21050693966534295,1.3787781836497524,12.035216458291819,21,15,L,15,1024,74,6400,0,2025-10-08,3541
0.4103968269896615,1.936956599723681,5.209725694570471,8,19,L,23,512,78,5156,0,2025-10-08,675
0.8285555979060814,1.2802403345365936,19.323618634025053,18,11,L,39,768,94,3557,1,2025-10-08,3189
0.607089578718754,1.7088367537952813,16.652470541724327,28,13,L,5,512,75,6385,0,2025-10-08,2265
0.7609907600280938,0.5566767598935195,15.217588256592572,18,8,Q,2,1024,44,128,0,2025-10-08,1903
0.409628894895232,1.3586115889516477,11.168410439474908,19,15,H,39,256,78,9431,1,2025-10-08,2403
0.04960590834948275,1.2978660453219537,12.672625471484581,10,15,H,38,512,40,6694,0,2025-10-08,4925
0.8859777482361871,1.5505218332998543,10.52561761377101,8,16,H,19,512,73,436,1,2025-10-08,1045
0.34080354025301784,1.5770212671905024,5.768095237854936,29,13,L,28,256,59,1939,1,2025-10-08,395
0.47116789893281463,1.9003897155518774,12.106750434617334,1,14,L,22,512,47,9248,1,2025-10-08,2145
0.9644766539008116,1.884835620477843,8.667612460166378,3,18,L,31,512,58,8428,0,2025-10-08,2092
0.50545511791045,1.2278834062208617,7.14177275209347,4,17,L,11,1024,86,1704,0,2025-10-08,2415
0.07893940294655555,1.5372583187203916,16.805849809855495,17,11,M,26,768,79,2945,0,2025-10-08,3718
0.414825655521352,1.5310848690285719,12.101316959501684,17,7,Q,10,768,81,7462,1,2025-10-08,4263
0.9343670147690148,1.0133382871683567,9.369087833836055,12,13,H,7,256,44,9153,0,2025-10-08,807
0.2763191084658536,0.6484529351130602,15.109166736095352,18,19,L,37,768,93,2654,0,2025-10-08,3036
0.7889324717760072,1.7915500999583607,16.031210382605046,7,15,H,9,1024,58,5860,0,2025-10-08,2621
0.2972378077086172,1.9211419970896897,13.254432847746944,16,14,Q,37,768,49,5976,0,2025-10-08,2229
0.9368224620330918,1.939388221413851,17.823754378396565,23,16,M,11,512,91,4753,0,2025-10-08,2023
0.03050024993904943,0.922737504943208,12.835598959502015,29,10,Q,23,256,98,715,0,2025-10-08,291
0.08011484638467514,1.042652467883849,6.6224052835277325,9,10,L,9,1024,73,5229,0,2025-10-08,1311
0.9741944438163571,1.8834616632253771,16.156510210603162,23,9,L,24,256,88,13,0,2025-10-08,2718
0.9164205445320662,1.5873062803698206,15.049139200456494,20,6,Q,5,256,49,9643,0,2025-10-08,3887
0.7907231648389635,0.690665736300536,15.43460323578404,6,14,Q,5,768,69,8226,0,2025-10-08,1042
0.32302734575409386,1.4090225037191648,5.957390520645704,14,15,M,37,768,50,1311,1,2025-10-08,3391
0.5138544642067677,1.437415655611748,12.918647419158864,3,15,L,33,512,53,3446,1,2025-10-08,2947
0.8918721448107347,1.3487946103394293,17.894658658480942,28,9,M,23,768,67,1770,1,2025-10-08,2622
0.60617463445088,1.4743340101354427,14.187342606456252,16,16,Q,17,512,43,577,1,2025-10-08,542
0.027167421225559818,1.003413866361352,13.713708473694176,10,19,L,25,512,33,6351,0,2025-10-08,2081
0.25824438829895835,1.1586959912072758,17.35586429205481,7,14,H,10,768,30,7691,0,2025-10-08,580
0.6775422674589532,1.121644718700555,7.261892237485272,26,8,L,12,1024,64,7089,1,2025-10-08,2697
0.6924361513243696,1.1809382495717897,12.09206696169087,28,7,H,32,256,87,5984,1,2025-10-08,1591
0.8751336186211521,1.0517707717142015,11.570476747017045,1,18,L,17,512,98,4320,0,2025-10-08,4314
0.7006114963944516,1.7213131505819945,14.40986704284757,28,12,H,8,1024,93,6333,0,2025-10-08,4190
0.5021950103312426,0.9800241696310876,19.06740810488575,13,19,Q,17,256,68,8825,1,2025-10-08,849
0.6408263146902062,1.8948826447184972,19.242431476087425,13,19,L,28,1024,60,1863,0,2025-10-08,1707
0.5444890979608495,1.4338630967491726,13.364635900147379,27,19,M,38,256,40,1067,1,2025-10-08,1483
0.6589239419101514,1.5039024376262524,13.156436838779836,18,8,L,13,768,98,8604,1,2025-10-08,878
0.9207666084633573,1.5552925102722956,9.22738518649527,4,15,L,33,768,49,8982,0,2025-10-08,3142
0.8965746584690102,1.5804843747178399,12.070522335522359,3,6,H,14,768,52,9814,1,2025-10-08,4518
0.08838494698451871,1.3632515277035884,14.516797096334045,17,11,M,29,1024,38,3675,1,2025-10-08,3379
0.7964405615234773,1.114017381323589,11.780124319806216,7,19,Q,21,512,62,8662,1,2025-10-08,4831
0.5158619027123281,0.5801519035865257,8.687406989498244,28,12,L,35,256,30,1287,0,2025-10-08,2680
0.6178472402012138,1.99527392642216,14.328229458355903,23,16,Q,24,512,95,1937,0,2025-10-08,1452
0.09553531383466818,1.3401739745140226,12.431887893544165,4,13,Q,11,512,78,4407,1,2025-10-08,1568
0.09653447019544081,0.697347959959032,7.937588628413506,11,18,M,32,512,33,2425,0,2025-10-08,2223
0.10104581101064669,1.1415036287362537,13.582203166796004,2,11,Q,2,256,23,9435,1,2025-10-08,1724
0.9553346865039283,0.7470963441215925,8.318322712734489,12,17,Q,39,512,87,2198,0,2025-10-08,1774
0.9866395785011755,0.8263819098974667,16.393427508708626,5,6,M,16,256,30,139,0,2025-10-08,442
0.01083765148029836,1.165158654254066,13.858844866078774,22,19,Q,29,1024,26,6570,0,2025-10-08,408
0.6522916485919397,1.5112804232444208,5.752160346077153,17,5,M,15,512,75,9614,0,2025-10-08,2371
0.2622640442998251,1.9283901175434857,11.721930491977393,22,17,M,25,256,84,7101,0,2025-10-08,976
0.20699257843842678,0.6591950289635291,19.825848179597944,22,9,Q,19,256,47,838,0,2025-10-08,2293
0.8689049844787182,1.1455147605336087,5.374563506511968,8,8,Q,3,256,56,8373,0,2025-10-08,1453
0.8492234104941779,0.5876869808553156,6.368672619563831,9,15,M,2,256,71,8570,0,2025-10-08,220
0.2739880994699718,1.716523062398104,10.078789579123605,1,5,Q,37,768,35,6959,1,2025-10-08,4840
0.6347441411040295,1.6350573651672042,17.536811546783,25,19,Q,4,1024,68,5974,1,2025-10-08,4958
0.5816222929891935,1.4408876009539675,11.010489218648793,29,8,Q,10,768,94,4792,0,2025-10-08,2864
0.7132068832826177,1.8242547360171186,13.743040417880643,5,11,M,8,512,46,9999,0,2025-10-08,2673
0.1255497898984771,1.398940349465718,16.500467357502238,1,5,L,38,512,66,6847,1,2025-10-08,4203
0.2458474424934003,1.3398396523039242,5.946127615144501,29,17,Q,12,768,57,6245,0,2025-10-08,4403
0.18447625313363936,1.763831752197772,18.166375132890995,19,6,L,33,512,75,2531,0,2025-10-08,1967
0.8911431136980711,1.5523478984044135,6.983172842304495,20,13,Q,36,256,42,3719,0,2025-10-08,474
0.32783819885003407,0.6837787138056408,16.711598523307842,17,15,L,13,768,64,4770,0,2025-10-08,4917
0.5052067735766382,0.6837221252754458,11.807798835275785,25,19,L,5,768,40,5618,0,2025-10-08,2122
0.2884054378187457,0.8155581222947537,13.434237541512841,2,8,H,36,1024,83,6296,1,2025-10-08,2434
0.4922778564480348,1.8683113568737733,11.496117577168476,3,8,L,22,1024,42,6544,1,2025-10-08,1374
0.5180080664046248,1.8546462605739644,9.439889377159504,17,12,L,29,512,28,7311,0,2025-10-08,3328
0.4832942849663252,0.8700326446159959,17.375583659350426,19,12,Q,7,1024,29,7488,1,2025-10-08,4376
0.743946292572677,0.7621719273124008,8.403057744972411,18,6,L,36,768,43,9090,0,2025-10-08,764
0.056375496650927115,1.152521891510335,18.38168023536622,10,11,M,38,512,65,6632,1,2025-10-08,529
0.7605756424552823,1.3042884189233062,14.659134580038655,28,8,L,2,512,83,1085,1,2025-10-08,3645
0.723443662354912,0.6044688016223985,7.5867775981469805,12,19,H,2,1024,62,7605,0,2025-10-08,3273
0.5542265141320166,0.8445744255248475,5.975689366057109,4,10,H,6,1024,25,5009,1,2025-10-08,1901
0.24185229090045168,0.9133501644637677,7.043504773185885,26,15,L,30,256,83,6973,0,2025-10-08,190
0.33135221873631704,1.5349465356895435,7.631824552954115,18,19,Q,12,1024,78,7994,0,2025-10-08,4240
0.24247050363472966,1.7605222663827622,16.3264095094722,6,19,Q,13,256,86,9218,0,2025-10-08,638
0.7312505893473751,0.5501269920575892,15.016340377978034,8,16,Q,2,768,32,802,0,2025-10-08,4989
0.6150072266991697,0.8059919054140811,15.222890448299754,17,15,H,8,512,30,4169,0,2025-10-08,261
0.01620039733946721,1.9258909488966864,17.708142313600828,5,7,H,39,768,99,3041,0,2025-10-08,4056
0.2420220799808772,0.9578217951932887,12.884465420005544,22,16,L,21,256,52,5218,0,2025-10-08,3112
0.6495089297074473,1.533663622230236,18.32461621156558,28,5,H,4,256,70,1456,1,2025-10-08,3446
0.19571264009964906,1.1763554796397222,12.07479201992583,21,7,L,19,512,43,6631,0,2025-10-08,4708
0.8766507618282006,1.9667805402526726,14.049618175834146,4,7,Q,23,1024,98,8447,0,2025-10-08,1912
0.04818601239329623,0.7470766204144714,10.180949930953942,1,19,L,33,1024,77,5401,0,2025-10-08,2645
0.315773151249496,1.0507607216469381,19.63840006843848,24,15,L,13,1024,20,299,1,2025-10-08,4236
0.9145486638485589,1.0832772447111747,8.013061035374864,29,13,H,28,1024,36,4758,0,2025-10-08,3103
0.27140938044671437,0.8141100709249004,15.43213406283616,9,6,H,10,512,79,8341,0,2025-10-08,2597
0.9903323037936483,0.7362508221137057,13.369231121517208,20,13,H,40,256,31,9040,0,2025-10-08,3925
0.949799913291924,0.887161464760122,15.695471845626559,11,18,M,26,1024,82,1808,0,2025-10-08,509
0.667212337194181,1.8498643150320078,11.838238826361543,21,18,H,10,1024,53,6082,1,2025-10-08,3568
0.8218600592903562,1.762433011314161,12.511023592162974,15,5,L,33,512,92,2623,0,2025-10-08,438
0.08941100231225951,1.9482768773521495,9.943132002858231,27,5,Q,13,768,82,2748,0,2025-10-08,1082
0.0926254830513672,1.7243417777942003,8.072318706137818,22,13,M,10,512,62,2510,0,2025-10-08,3101
0.8967654246264252,0.9292025636874715,8.225338540342769,29,12,M,14,512,76,4858,0,2025-10-08,672
0.30625362078661167,1.1894491315346905,15.652175563947551,13,13,H,21,1024,75,9907,0,2025-10-08,1731
0.4189254495045479,1.3931222024301626,19.496139441851433,10,17,Q,32,512,88,8585,1,2025-10-08,836
0.8324426408004217,1.303021652092485,18.917150924715443,19,16,Q,4,256,68,3909,0,2025-10-08,13
0.33924066117383633,1.5495696157315058,10.862503239008326,28,11,H,20,256,98,2653,0,2025-10-08,4611
0.5916971623063255,0.7872344223621792,5.5908524433453,4,11,L,26,256,71,7648,1,2025-10-08,2267
0.1396512547563129,1.6619789296895264,17.262473847884998,16,5,M,16,256,90,7097,0,2025-10-08,1435
0.7752440518349493,0.8957091124195363,16.44529096723501,17,8,L,12,768,91,8060,0,2025-10-08,3693
0.18663993979768256,0.6399310770829527,6.043877710944635,13,8,Q,1,1024,79,2075,0,2025-10-08,4196
0.3245118001753421,1.1709986399992816,7.46395495580936,16,19,L,19,512,63,3686,0,2025-10-08,3367
0.39654278232127016,1.7327589841293538,9.452003075777583,25,8,H,12,768,98,4351,0,2025-10-08,573
0.9292280536318539,0.5565460856340059,6.952840238012036,17,16,Q,17,256,44,5536,0,2025-10-08,2570
0.3808908566310215,1.3660301018295016,15.183545312895603,1,6,Q,28,768,78,1462,1,2025-10-08,522
0.8652957589089124,0.9097394305549177,19.10351289309334,25,11,L,22,1024,62,351,0,2025-10-08,2996
0.3425910828111318,1.3609422762524446,7.942090246008074,23,7,H,5,256,92,4470,1,2025-10-08,4854
0.08534966807864386,0.817260123922652,13.811227456890002,25,5,H,35,512,56,9066,1,2025-10-08,847
0.861664884699101,0.9835076871214155,16.784402064319966,20,19,L,12,512,56,6643,0,2025-10-08,4521
0.6441492214759159,0.8940399648200077,19.878899274621663,6,8,L,13,1024,83,9270,1,2025-10-08,2644
0.10493017841817487,1.4790921856658361,9.500457208932449,6,14,M,2,768,27,2532,0,2025-10-08,1276
0.8221798868164233,1.5744880152140421,16.039767331356195,24,19,Q,10,256,64,2612,0,2025-10-08,2657
0.13925407078470398,0.9282876075730093,10.181695787082703,1,15,L,28,512,60,7633,0,2025-10-08,4687
0.7073970000329277,1.942249518855721,10.86999254699289,12,6,H,25,1024,24,1108,0,2025-10-08,3435
0.7938181039080396,1.7691787783326678,11.135116051044099,19,19,L,40,1024,58,4242,0,2025-10-08,4038
0.07118864846022899,1.2262595482451113,19.962706184928436,3,8,Q,33,512,69,8509,0,2025-10-08,375
0.6152194382310109,1.7108924739893756,6.558106854182157,21,6,L,8,1024,56,8240,0,2025-10-08,1730
0.4418337048019546,1.7083712396618504,16.544002269420986,20,17,M,11,1024,89,127,0,2025-10-08,4368
0.4027037209945602,1.143984148556293,6.413335681212611,20,9,H,29,256,64,8870,0,2025-10-08,4181
0.8450396488966425,1.1602226708361987,9.509478928725134,5,6,H,1,1024,73,7229,0,2025-10-08,4950
0.7805255152438618,0.7757193342227224,18.046528520208888,2,17,Q,38,1024,95,5956,0,2025-10-08,1563
0.12706051265188478,1.6617284046796863,12.260584103417727,8,18,L,20,256,94,9113,1,2025-10-08,295
0.8401080784391999,0.9303003124741909,19.00286469074946,15,12,L,29,256,90,3555,0,2025-10-08,3573
0.06220322616470275,0.7946619728341788,9.880856353418592,15,16,Q,8,768,25,6575,0,2025-10-08,2760
0.7295082286523967,0.5466021953666844,19.20186758422431,1,14,M,23,1024,30,8387,0,2025-10-08,1990
0.5413744209074383,1.5304286620781575,17.970166288784753,12,19,H,34,768,61,3268,1,2025-10-08,4208
0.24773098950115746,1.265690197019662,18.086982848878087,13,12,Q,10,512,75,8230,1,2025-10-08,330
0.70096913145912,1.609371765832614,10.447837941362739,27,11,Q,10,256,20,8187,0,2025-10-08,436
0.14122354337314946,1.1275445576431897,7.800484773157591,3,10,M,31,768,83,2414,0,2025-10-08,3601
0.653162790531283,0.8421505668535777,6.090232337612164,27,13,H,38,1024,20,5128,1,2025-10-08,2185
0.8172222002012158,1.5149258503287597,17.73698371982766,13,17,H,10,1024,79,666,0,2025-10-08,187
0.9555236959549347,1.7682662162608407,17.82230079488282,12,11,L,35,256,45,1430,0,2025-10-08,1513
0.7227069576982285,0.5845727807798473,14.061081508985954,25,6,M,31,1024,84,3718,0,2025-10-08,2520
0.8580232710072292,0.5055794912270888,14.73566700902321,17,11,Q,39,1024,52,5264,0,2025-10-08,3407
0.09842418910136874,1.8865315192907006,19.266360193506145,12,14,Q,14,1024,46,3486,0,2025-10-08,4421
0.4928195845328246,0.7465890264926212,16.858881929756194,12,6,M,34,256,70,5804,0,2025-10-08,3765
0.6224136415659967,1.1950865132069692,18.420656831402983,13,11,L,11,768,36,603,0,2025-10-08,2745
0.17936468201221045,1.9696015021607896,11.415393636743069,11,18,H,38,256,82,2934,1,2025-10-08,3041
0.4296568127389351,1.7418874318179687,18.755325678208347,6,8,L,30,1024,76,5965,0,2025-10-08,1978
0.36830953050684834,0.8230389242819127,18.79405129132155,5,10,Q,10,512,59,9945,1,2025-10-08,1914
0.24120145759954148,0.6296862606802285,8.234135946232856,25,11,M,40,512,47,9748,0,2025-10-08,1754
0.5932215701073843,1.210152400391073,19.529207230188945,24,17,L,38,1024,81,7430,0,2025-10-08,2236
0.9849896561408751,1.3350638848292808,5.359420776864047,27,8,L,5,1024,29,1606,0,2025-10-08,2079
0.512093058299281,0.5315137354795412,12.697122522699157,22,13,H,40,256,46,5849,0,2025-10-08,173
0.09128667678613356,1.289141019877313,7.309611946157436,29,8,H,5,256,74,6107,0,2025-10-08,410
0.4497846488213225,1.9156611805172241,14.351476901650415,6,18,H,5,1024,54,6813,1,2025-10-08,1737
0.3456672833238632,1.9588523534746052,8.810317236433441,12,11,H,13,768,47,8113,0,2025-10-08,594
0.8973973183215863,1.786483982362741,14.763252276858042,28,14,Q,8,768,56,1788,0,2025-10-08,4996
0.3872744114248413,1.4499252234994933,17.43930016295771,18,18,H,35,512,52,7625,0,2025-10-08,4264
0.5077578381885688,1.6152538036686128,10.7445051659647,18,14,L,18,768,45,4379,0,2025-10-08,4698
0.2152018720172375,1.3368187753668284,17.869928340910377,1,7,Q,19,512,85,1331,0,2025-10-08,1752
0.5934613827047238,1.6649102596945857,15.572362480860743,8,16,L,25,1024,81,6158,1,2025-10-08,4135
0.17925325573928075,0.5237571064173113,7.8464533721901635,13,16,H,31,1024,47,209,0,2025-10-08,3213
0.9632225394406113,1.0395133418346016,12.860565048013804,4,8,L,3,512,59,5332,1,2025-10-08,470
0.8759049249998946,0.6338098382254458,16.097324515483947,11,9,L,9,512,51,5,0,2025-10-08,4787
0.30338554362913317,1.3214179762142142,5.63706365732617,5,12,H,14,768,80,748,0,2025-10-08,4582
0.5072348086883924,1.197916296913885,8.901739745230987,24,16,L,30,256,87,2434,0,2025-10-08,1422
0.9007018640112585,1.3108290130833862,6.65812046625103,22,7,Q,21,768,54,326,0,2025-10-08,1357
0.5924145688620425,1.5891272772257756,14.80851719553886,1,15,M,12,1024,82,7452,0,2025-10-08,29
0.6950352288585532,1.1566722159494298,15.431107228839586,18,16,M,26,768,64,2755,0,2025-10-08,1718
